"Dzien symulacji: ","1","Liczba roslin: ","99","Liczba zwierzat: ","107","Liczba wolnych pol : ","710","Najpopularniejszy genotyp: ","[3, 1, 1, 0, 3, 5, 1, 1]","Sredni poziom energii zyjacych: ","17,69","Srednia dlugosc zycia martwych: ","0,00"
"Dzien symulacji: ","563","Liczba roslin: ","197","Liczba zwierzat: ","54","Liczba wolnych pol : ","649","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","35,70","Srednia dlugosc zycia martwych: ","40,31"
"Dzien symulacji: ","564","Liczba roslin: ","200","Liczba zwierzat: ","54","Liczba wolnych pol : ","650","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","35,44","Srednia dlugosc zycia martwych: ","40,30"
"Dzien symulacji: ","565","Liczba roslin: ","200","Liczba zwierzat: ","54","Liczba wolnych pol : ","648","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","35,56","Srednia dlugosc zycia martwych: ","40,30"
"Dzien symulacji: ","566","Liczba roslin: ","203","Liczba zwierzat: ","53","Liczba wolnych pol : ","650","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","35,79","Srednia dlugosc zycia martwych: ","40,35"
"Dzien symulacji: ","567","Liczba roslin: ","207","Liczba zwierzat: ","50","Liczba wolnych pol : ","647","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","37,54","Srednia dlugosc zycia martwych: ","40,36"
"Dzien symulacji: ","568","Liczba roslin: ","213","Liczba zwierzat: ","49","Liczba wolnych pol : ","641","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","37,10","Srednia dlugosc zycia martwych: ","40,34"
"Dzien symulacji: ","569","Liczba roslin: ","214","Liczba zwierzat: ","49","Liczba wolnych pol : ","637","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","37,33","Srednia dlugosc zycia martwych: ","40,34"
"Dzien symulacji: ","570","Liczba roslin: ","218","Liczba zwierzat: ","49","Liczba wolnych pol : ","640","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","36,94","Srednia dlugosc zycia martwych: ","40,31"
"Dzien symulacji: ","571","Liczba roslin: ","218","Liczba zwierzat: ","49","Liczba wolnych pol : ","639","Najpopularniejszy genotyp: ","[1, 1, 4, 0, 0, 1, 0, 1]","Sredni poziom energii zyjacych: ","37,37","Srednia dlugosc zycia martwych: ","40,31"
"Dzien symulacji: ","572","Liczba roslin: ","220","Liczba zwierzat: ","47","Liczba wolnych pol : ","635","Najpopularniejszy genotyp: ","[2, 7, 6, 1, 7, 6, 0, 0]","Sredni poziom energii zyjacych: ","39,02","Srednia dlugosc zycia martwych: ","40,35"
"Dzien symulacji: ","573","Liczba roslin: ","222","Liczba zwierzat: ","47","Liczba wolnych pol : ","632","Najpopularniejszy genotyp: ","[2, 7, 6, 1, 7, 6, 0, 0]","Sredni poziom energii zyjacych: ","39,09","Srednia dlugosc zycia martwych: ","40,35"
"Dzien symulacji: ","574","Liczba roslin: ","224","Liczba zwierzat: ","45","Liczba wolnych pol : ","631","Najpopularniejszy genotyp: ","[2, 6, 4, 7, 1, 1, 6, 1]","Sredni poziom energii zyjacych: ","40,71","Srednia dlugosc zycia martwych: ","40,60"
"Dzien symulacji: ","575","Liczba roslin: ","226","Liczba zwierzat: ","45","Liczba wolnych pol : ","631","Najpopularniejszy genotyp: ","[2, 6, 4, 7, 1, 1, 6, 1]","Sredni poziom energii zyjacych: ","40,82","Srednia dlugosc zycia martwych: ","40,60"
"Dzien symulacji: ","576","Liczba roslin: ","227","Liczba zwierzat: ","43","Liczba wolnych pol : ","632","Najpopularniejszy genotyp: ","[2, 6, 4, 7, 1, 1, 6, 1]","Sredni poziom energii zyjacych: ","43,12","Srednia dlugosc zycia martwych: ","40,64"
"Dzien symulacji: ","577","Liczba roslin: ","228","Liczba zwierzat: ","43","Liczba wolnych pol : ","632","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","43,51","Srednia dlugosc zycia martwych: ","40,60"
"Dzien symulacji: ","578","Liczba roslin: ","232","Liczba zwierzat: ","42","Liczba wolnych pol : ","627","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","44,26","Srednia dlugosc zycia martwych: ","40,66"
"Dzien symulacji: ","579","Liczba roslin: ","235","Liczba zwierzat: ","42","Liczba wolnych pol : ","628","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","44,21","Srednia dlugosc zycia martwych: ","40,66"
"Dzien symulacji: ","580","Liczba roslin: ","237","Liczba zwierzat: ","43","Liczba wolnych pol : ","624","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","43,35","Srednia dlugosc zycia martwych: ","40,66"
"Dzien symulacji: ","581","Liczba roslin: ","240","Liczba zwierzat: ","43","Liczba wolnych pol : ","621","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","43,28","Srednia dlugosc zycia martwych: ","40,62"
"Dzien symulacji: ","582","Liczba roslin: ","238","Liczba zwierzat: ","43","Liczba wolnych pol : ","620","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","43,91","Srednia dlugosc zycia martwych: ","40,62"
"Dzien symulacji: ","583","Liczba roslin: ","241","Liczba zwierzat: ","43","Liczba wolnych pol : ","617","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","43,60","Srednia dlugosc zycia martwych: ","40,62"
"Dzien symulacji: ","584","Liczba roslin: ","242","Liczba zwierzat: ","41","Liczba wolnych pol : ","617","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","46,20","Srednia dlugosc zycia martwych: ","40,59"
"Dzien symulacji: ","585","Liczba roslin: ","246","Liczba zwierzat: ","40","Liczba wolnych pol : ","614","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","47,10","Srednia dlugosc zycia martwych: ","40,63"
"Dzien symulacji: ","586","Liczba roslin: ","249","Liczba zwierzat: ","41","Liczba wolnych pol : ","613","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","45,93","Srednia dlugosc zycia martwych: ","40,63"
"Dzien symulacji: ","587","Liczba roslin: ","251","Liczba zwierzat: ","40","Liczba wolnych pol : ","611","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","47,33","Srednia dlugosc zycia martwych: ","40,64"
"Dzien symulacji: ","588","Liczba roslin: ","252","Liczba zwierzat: ","39","Liczba wolnych pol : ","610","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","49,08","Srednia dlugosc zycia martwych: ","40,82"
"Dzien symulacji: ","589","Liczba roslin: ","254","Liczba zwierzat: ","39","Liczba wolnych pol : ","609","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","49,36","Srednia dlugosc zycia martwych: ","40,82"
"Dzien symulacji: ","590","Liczba roslin: ","260","Liczba zwierzat: ","39","Liczba wolnych pol : ","602","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","48,36","Srednia dlugosc zycia martwych: ","40,82"
"Dzien symulacji: ","591","Liczba roslin: ","261","Liczba zwierzat: ","38","Liczba wolnych pol : ","602","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","50,21","Srednia dlugosc zycia martwych: ","41,57"
"Dzien symulacji: ","592","Liczba roslin: ","265","Liczba zwierzat: ","38","Liczba wolnych pol : ","599","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","50,00","Srednia dlugosc zycia martwych: ","41,57"
"Dzien symulacji: ","593","Liczba roslin: ","269","Liczba zwierzat: ","39","Liczba wolnych pol : ","594","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","48,49","Srednia dlugosc zycia martwych: ","41,57"
"Dzien symulacji: ","594","Liczba roslin: ","274","Liczba zwierzat: ","38","Liczba wolnych pol : ","590","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","49,29","Srednia dlugosc zycia martwych: ","41,65"
"Dzien symulacji: ","595","Liczba roslin: ","275","Liczba zwierzat: ","38","Liczba wolnych pol : ","588","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","49,61","Srednia dlugosc zycia martwych: ","41,65"
"Dzien symulacji: ","596","Liczba roslin: ","276","Liczba zwierzat: ","39","Liczba wolnych pol : ","587","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","48,87","Srednia dlugosc zycia martwych: ","41,65"
"Dzien symulacji: ","597","Liczba roslin: ","281","Liczba zwierzat: ","39","Liczba wolnych pol : ","580","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","48,13","Srednia dlugosc zycia martwych: ","41,65"
"Dzien symulacji: ","598","Liczba roslin: ","281","Liczba zwierzat: ","39","Liczba wolnych pol : ","581","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","48,92","Srednia dlugosc zycia martwych: ","41,65"
"Dzien symulacji: ","599","Liczba roslin: ","282","Liczba zwierzat: ","39","Liczba wolnych pol : ","580","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","49,46","Srednia dlugosc zycia martwych: ","41,65"
"Dzien symulacji: ","600","Liczba roslin: ","283","Liczba zwierzat: ","40","Liczba wolnych pol : ","580","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","48,73","Srednia dlugosc zycia martwych: ","41,65"
"Dzien symulacji: ","601","Liczba roslin: ","288","Liczba zwierzat: ","39","Liczba wolnych pol : ","575","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","49,23","Srednia dlugosc zycia martwych: ","41,62"
"Dzien symulacji: ","602","Liczba roslin: ","289","Liczba zwierzat: ","40","Liczba wolnych pol : ","574","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","48,50","Srednia dlugosc zycia martwych: ","41,62"
"Dzien symulacji: ","603","Liczba roslin: ","293","Liczba zwierzat: ","39","Liczba wolnych pol : ","570","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","49,51","Srednia dlugosc zycia martwych: ","41,58"
"Dzien symulacji: ","604","Liczba roslin: ","294","Liczba zwierzat: ","40","Liczba wolnych pol : ","570","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","48,53","Srednia dlugosc zycia martwych: ","41,58"
"Dzien symulacji: ","605","Liczba roslin: ","293","Liczba zwierzat: ","40","Liczba wolnych pol : ","570","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","49,53","Srednia dlugosc zycia martwych: ","41,58"
"Dzien symulacji: ","606","Liczba roslin: ","294","Liczba zwierzat: ","40","Liczba wolnych pol : ","569","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","49,53","Srednia dlugosc zycia martwych: ","41,58"
"Dzien symulacji: ","607","Liczba roslin: ","293","Liczba zwierzat: ","41","Liczba wolnych pol : ","569","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","49,27","Srednia dlugosc zycia martwych: ","41,58"
"Dzien symulacji: ","608","Liczba roslin: ","297","Liczba zwierzat: ","41","Liczba wolnych pol : ","564","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","49,00","Srednia dlugosc zycia martwych: ","41,58"
"Dzien symulacji: ","609","Liczba roslin: ","298","Liczba zwierzat: ","41","Liczba wolnych pol : ","561","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","49,46","Srednia dlugosc zycia martwych: ","41,58"
"Dzien symulacji: ","610","Liczba roslin: ","299","Liczba zwierzat: ","42","Liczba wolnych pol : ","563","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","48,48","Srednia dlugosc zycia martwych: ","41,58"
"Dzien symulacji: ","611","Liczba roslin: ","302","Liczba zwierzat: ","44","Liczba wolnych pol : ","562","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","46,18","Srednia dlugosc zycia martwych: ","41,71"
"Dzien symulacji: ","612","Liczba roslin: ","304","Liczba zwierzat: ","43","Liczba wolnych pol : ","554","Najpopularniejszy genotyp: ","[7, 7, 4, 6, 5, 7, 5, 3]","Sredni poziom energii zyjacych: ","47,42","Srednia dlugosc zycia martwych: ","41,67"
"Dzien symulacji: ","613","Liczba roslin: ","303","Liczba zwierzat: ","44","Liczba wolnych pol : ","555","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","47,16","Srednia dlugosc zycia martwych: ","41,67"
"Dzien symulacji: ","614","Liczba roslin: ","303","Liczba zwierzat: ","44","Liczba wolnych pol : ","555","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","47,52","Srednia dlugosc zycia martwych: ","41,67"
"Dzien symulacji: ","615","Liczba roslin: ","304","Liczba zwierzat: ","45","Liczba wolnych pol : ","554","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","46,80","Srednia dlugosc zycia martwych: ","41,67"
"Dzien symulacji: ","616","Liczba roslin: ","302","Liczba zwierzat: ","44","Liczba wolnych pol : ","558","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","48,91","Srednia dlugosc zycia martwych: ","42,20"
"Dzien symulacji: ","617","Liczba roslin: ","304","Liczba zwierzat: ","44","Liczba wolnych pol : ","554","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","48,82","Srednia dlugosc zycia martwych: ","42,20"
"Dzien symulacji: ","618","Liczba roslin: ","297","Liczba zwierzat: ","44","Liczba wolnych pol : ","559","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","51,00","Srednia dlugosc zycia martwych: ","42,20"
"Dzien symulacji: ","619","Liczba roslin: ","295","Liczba zwierzat: ","45","Liczba wolnych pol : ","564","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","50,87","Srednia dlugosc zycia martwych: ","42,20"
"Dzien symulacji: ","620","Liczba roslin: ","293","Liczba zwierzat: ","45","Liczba wolnych pol : ","563","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","51,87","Srednia dlugosc zycia martwych: ","42,20"
"Dzien symulacji: ","621","Liczba roslin: ","294","Liczba zwierzat: ","45","Liczba wolnych pol : ","562","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","52,20","Srednia dlugosc zycia martwych: ","42,20"
"Dzien symulacji: ","622","Liczba roslin: ","301","Liczba zwierzat: ","44","Liczba wolnych pol : ","556","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","52,39","Srednia dlugosc zycia martwych: ","42,22"
"Dzien symulacji: ","623","Liczba roslin: ","300","Liczba zwierzat: ","44","Liczba wolnych pol : ","556","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","52,98","Srednia dlugosc zycia martwych: ","42,22"
"Dzien symulacji: ","624","Liczba roslin: ","298","Liczba zwierzat: ","43","Liczba wolnych pol : ","559","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","55,30","Srednia dlugosc zycia martwych: ","42,19"
"Dzien symulacji: ","625","Liczba roslin: ","301","Liczba zwierzat: ","44","Liczba wolnych pol : ","559","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","53,95","Srednia dlugosc zycia martwych: ","42,19"
"Dzien symulacji: ","626","Liczba roslin: ","299","Liczba zwierzat: ","45","Liczba wolnych pol : ","560","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","53,76","Srednia dlugosc zycia martwych: ","42,26"
"Dzien symulacji: ","627","Liczba roslin: ","300","Liczba zwierzat: ","47","Liczba wolnych pol : ","558","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","51,74","Srednia dlugosc zycia martwych: ","42,26"
"Dzien symulacji: ","628","Liczba roslin: ","300","Liczba zwierzat: ","47","Liczba wolnych pol : ","553","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","51,81","Srednia dlugosc zycia martwych: ","42,26"
"Dzien symulacji: ","629","Liczba roslin: ","299","Liczba zwierzat: ","48","Liczba wolnych pol : ","560","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","51,40","Srednia dlugosc zycia martwych: ","42,95"
"Dzien symulacji: ","630","Liczba roslin: ","304","Liczba zwierzat: ","50","Liczba wolnych pol : ","551","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","48,74","Srednia dlugosc zycia martwych: ","42,95"
"Dzien symulacji: ","631","Liczba roslin: ","304","Liczba zwierzat: ","49","Liczba wolnych pol : ","547","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","50,16","Srednia dlugosc zycia martwych: ","43,75"
"Dzien symulacji: ","632","Liczba roslin: ","304","Liczba zwierzat: ","49","Liczba wolnych pol : ","548","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","50,59","Srednia dlugosc zycia martwych: ","43,75"
"Dzien symulacji: ","633","Liczba roslin: ","304","Liczba zwierzat: ","49","Liczba wolnych pol : ","548","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","51,02","Srednia dlugosc zycia martwych: ","43,75"
"Dzien symulacji: ","634","Liczba roslin: ","301","Liczba zwierzat: ","50","Liczba wolnych pol : ","552","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","51,00","Srednia dlugosc zycia martwych: ","43,75"
"Dzien symulacji: ","635","Liczba roslin: ","301","Liczba zwierzat: ","50","Liczba wolnych pol : ","553","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","51,40","Srednia dlugosc zycia martwych: ","43,70"
"Dzien symulacji: ","636","Liczba roslin: ","302","Liczba zwierzat: ","51","Liczba wolnych pol : ","551","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","50,57","Srednia dlugosc zycia martwych: ","43,70"
"Dzien symulacji: ","637","Liczba roslin: ","299","Liczba zwierzat: ","50","Liczba wolnych pol : ","554","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","52,58","Srednia dlugosc zycia martwych: ","43,68"
"Dzien symulacji: ","638","Liczba roslin: ","301","Liczba zwierzat: ","50","Liczba wolnych pol : ","550","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","52,38","Srednia dlugosc zycia martwych: ","43,68"
"Dzien symulacji: ","639","Liczba roslin: ","300","Liczba zwierzat: ","48","Liczba wolnych pol : ","554","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","55,02","Srednia dlugosc zycia martwych: ","43,56"
"Dzien symulacji: ","640","Liczba roslin: ","306","Liczba zwierzat: ","48","Liczba wolnych pol : ","547","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","54,23","Srednia dlugosc zycia martwych: ","43,56"
"Dzien symulacji: ","641","Liczba roslin: ","308","Liczba zwierzat: ","49","Liczba wolnych pol : ","547","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","52,94","Srednia dlugosc zycia martwych: ","43,56"
"Dzien symulacji: ","642","Liczba roslin: ","311","Liczba zwierzat: ","50","Liczba wolnych pol : ","545","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","51,68","Srednia dlugosc zycia martwych: ","43,56"
"Dzien symulacji: ","643","Liczba roslin: ","309","Liczba zwierzat: ","51","Liczba wolnych pol : ","542","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","51,43","Srednia dlugosc zycia martwych: ","43,56"
"Dzien symulacji: ","644","Liczba roslin: ","305","Liczba zwierzat: ","51","Liczba wolnych pol : ","546","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","52,20","Srednia dlugosc zycia martwych: ","43,56"
"Dzien symulacji: ","645","Liczba roslin: ","305","Liczba zwierzat: ","52","Liczba wolnych pol : ","548","Najpopularniejszy genotyp: ","[1, 5, 5, 4, 3, 2, 4, 7]","Sredni poziom energii zyjacych: ","51,15","Srednia dlugosc zycia martwych: ","43,51"
